,path,link,name,dvornik
758,"Lexus,RX,2 пок., (03-09)",https://avto-dvorniki.ru/car/lexus/rx/0332/,"Стеклоочистители для Lexus RX 2 пок., (03-09)",",Комплект Bosch AeroTwin (AR26U+AR22U),Комплект Bosch AeroTwin AR655S,Комплект Trico Ice (ICE650+ICE550),Комплект Denso Hybrid (DUR-065L+DUR-055L),Комплект Alca Super Flat (ASF65+ASF56),Комплект Heyner Hybrid (HG65+HG56),Комплект Hella Razor Hybrid (26+22),Комплект Alca Winter (AW65+AW56),Комплект SWF VisioNext (119865+119855),Комплект Trico NeoForm (NF650+NF550),Комплект Hella Dyna Blade (WBU26+WBU22)"
759,"Lexus,RX,1 пок., (98-03)",https://avto-dvorniki.ru/car/lexus/rx/0331/,"Стеклоочистители для Lexus RX 1 пок., (98-03)",",Комплект Bosch AeroTwin AR801S,Комплект Bosch AeroTwin (AR24U+AR21U),Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Hella Razor Hybrid (24+21),Комплект SWF VisioNext (119860+119853),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Force (TF600L+TF530L)"
760,"Lexus,SC,(01-10)",https://avto-dvorniki.ru/car/lexus/sc/1260/,Стеклоочистители для Lexus SC (01-10),",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Bosch AeroTwin (AR24U+AR20U),Комплект Trico Ice (ICE600+ICE500),Комплект Denso Hybrid (DUR-060L+DUR-050L),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект SWF VisioNext (119860+119850),Комплект Denso Flat (DFR-009+DFR-004),Комплект Trico NeoForm (NF600+NF500),Комплект Hella Dyna Blade (WBU24+WBU20)"
761,"Lexus,UX,(18-)",https://avto-dvorniki.ru/car/lexus/ux/1907/,Стеклоочистители для Lexus UX (18-),",Комплект Bosch AeroTwin (AR26U+AR16U),Комплект Bosch AeroTwin AR653S,Комплект Trico Ice (ICE650+ICE400),Комплект SWF VisioFlex 119780,Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Heyner All Seasons (HAS65+HAS40),Комплект Hella Razor Hybrid (26+16),Комплект SWF VisioNext (119865+119840),Комплект Alca Winter (AW65+AW40),Комплект Trico NeoForm (NF650+NF400),Комплект Valeo HydroConnect Upgrade (HU65+HU40),Комплект Valeo First Multiconnection (VFB65+VFB40),Комплект Hella Dyna Blade (WBU26+WBU16),Комплект Denso Flat (DFR-010+DFR-001)"
762,"MAN,TGA,(02-08) кабина XXL",https://avto-dvorniki.ru/car/man/tga/1733/,Стеклоочистители для MAN TGA (02-08) кабина XXL,",Комплект Bosch AeroTwin Commercial (AR70N+AR70N)"
763,"MAN,TGA,(02-08)",https://avto-dvorniki.ru/car/man/tga/1327/,Стеклоочистители для MAN TGA (02-08),",Комплект Bosch AeroTwin Commercial (AR65N+AR65N)"
764,"MAN,TGE,(17-)",https://avto-dvorniki.ru/car/man/tge/1760/,Стеклоочистители для MAN TGE (17-),",Комплект Bosch AeroTwin A110S"
765,"MAN,TGL,(05-)",https://avto-dvorniki.ru/car/man/tgl/1333/,Стеклоочистители для MAN TGL (05-),",Комплект Bosch AeroTwin Commercial (AR65N+AR65N)"
766,"MAN,TGM,(06-)",https://avto-dvorniki.ru/car/man/tgm/1734/,Стеклоочистители для MAN TGM (06-),",Комплект Bosch AeroTwin Commercial (AR65N+AR65N)"
767,"MAN,TGS,(07-) кабина XXL",https://avto-dvorniki.ru/car/man/tgs/1338/,Стеклоочистители для MAN TGS (07-) кабина XXL,",Комплект Bosch AeroTwin Commercial (AR70N+AR70N)"
768,"MAN,TGS,(07-)",https://avto-dvorniki.ru/car/man/tgs/1337/,Стеклоочистители для MAN TGS (07-),",Комплект Bosch AeroTwin Commercial (AR65N+AR65N)"
769,"MAN,TGX,(07-) кабина XXL",https://avto-dvorniki.ru/car/man/tgx/1737/,Стеклоочистители для MAN TGX (07-) кабина XXL,",Комплект Bosch AeroTwin Commercial (AR70N+AR70N)"
770,"MAN,TGX,(07-)",https://avto-dvorniki.ru/car/man/tgx/1736/,Стеклоочистители для MAN TGX (07-),",Комплект Bosch AeroTwin Commercial (AR65N+AR65N)"
771,"Mazda,121,(96-99)",https://avto-dvorniki.ru/car/mazda/121/1430/,Стеклоочистители для Mazda 121 (96-99),",Комплект Bosch AeroTwin AR480S,Комплект Bosch AeroTwin (AR19U+AR19U),Комплект Trico Ice (ICE480+ICE480),Комплект Denso Hybrid (DUR-048L+DUR-048L),Комплект Alca Super Flat (ASF48+ASF48),Комплект Heyner Hybrid (HG48+HG48),Комплект Heyner All Seasons (HAS48+HAS48),Комплект Alca Winter (AW48+AW48),Комплект Trico NeoForm (NF480+NF480),Комплект Valeo HydroConnect Upgrade (HU48+HU48),Комплект Valeo First Multiconnection (VFB48+VFB48),Комплект Denso Flat (DFR-003+DFR-003),Комплект SWF VisioNext (119848+119848)"
772,"Mazda,2,DY, (03-07)",https://avto-dvorniki.ru/car/mazda/2/0001/,"Стеклоочистители для Mazda 2 DY, (03-07)",",Комплект Bosch AeroTwin AR601S,Комплект Bosch AeroTwin (AR24U+AR16U),Комплект Trico Ice (ICE600+ICE400),Комплект SWF VisioFlex 119760,Комплект Denso Hybrid (DUR-060L+DU-040L),Комплект Heyner Hybrid (HG60+HG40),Комплект Hella Razor Hybrid (24+16),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioNext (119860+119840),Комплект Trico NeoForm (NF600+NF400),Комплект Hella Dyna Blade (WBU24+WBU16),Комплект Trico Force (TF600L+TF400L)"
773,"Mazda,2,DJ, (14-)",https://avto-dvorniki.ru/car/mazda/2/1233/,"Стеклоочистители для Mazda 2 DJ, (14-)",",Комплект Bosch AeroTwin (AR22U+AR16U),Комплект Bosch AeroTwin AR552S,Комплект Hella Razor Hybrid (22+16)"
774,"Mazda,2,DE, (07-11)",https://avto-dvorniki.ru/car/mazda/2/0002/,"Стеклоочистители для Mazda 2 DE, (07-11)",",Комплект Bosch AeroTwin AR605S,Комплект Bosch AeroTwin (AR24U+AR13U),Комплект Denso Hybrid (DUR-060L+DU-035L),Комплект Heyner Hybrid (HG60+HG35),Комплект Hella Razor Hybrid (24+14),Комплект SWF VisioNext (119860+119835),Комплект Alca Winter (AW60+AW33),Комплект Trico NeoForm (NF600+NF350),Комплект Valeo HydroConnect Upgrade (HU60+HU35),Комплект Hella Dyna Blade (WBU24+WBU14),Комплект Trico Force (TF600L+TF350L)"
775,"Mazda,3,BN, (16-) хэтчбек",https://avto-dvorniki.ru/car/mazda/3/1856/,"Стеклоочистители для Mazda 3 BN, (16-) хэтчбек",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
776,"Mazda,3,BN, (16-) седан",https://avto-dvorniki.ru/car/mazda/3/1855/,"Стеклоочистители для Mazda 3 BN, (16-) седан",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
777,"Mazda,3,BM, (13-16) хэтчбек",https://avto-dvorniki.ru/car/mazda/3/0008/,"Стеклоочистители для Mazda 3 BM, (13-16) хэтчбек",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
778,"Mazda,3,BM, (13-16) седан",https://avto-dvorniki.ru/car/mazda/3/0007/,"Стеклоочистители для Mazda 3 BM, (13-16) седан",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
779,"Mazda,3,BL, (09-13) хэтчбек",https://avto-dvorniki.ru/car/mazda/3/0006/,"Стеклоочистители для Mazda 3 BL, (09-13) хэтчбек",",Комплект Bosch AeroTwin AR607S,Комплект Hella Razor Hybrid (24+19),Комплект Bosch AeroTwin (AR24U+AR19U),Комплект Trico Ice (ICE600+ICE480),Комплект Denso Hybrid (DUR-060L+DUR-048L),Комплект Heyner Hybrid (HG60+HG48),Комплект Alca Winter (AW60+AW48),Комплект Trico NeoForm (NF600+NF480),Комплект SWF VisioFlex 119762,Комплект Valeo First Multiconnection (VFB60+VFB48),Комплект SWF VisioNext (119860+119848),Комплект Hella Dyna Blade (WBU24+WBU19),Комплект Trico Force (TF600L+TF480L)"
780,"Mazda,3,BL, (09-13) седан",https://avto-dvorniki.ru/car/mazda/3/0005/,"Стеклоочистители для Mazda 3 BL, (09-13) седан",",Комплект Bosch AeroTwin AR607S,Комплект Hella Razor Hybrid (24+19),Комплект Bosch AeroTwin (AR24U+AR19U),Комплект Trico Ice (ICE600+ICE480),Комплект Denso Hybrid (DUR-060L+DUR-048L),Комплект Heyner Hybrid (HG60+HG48),Комплект Alca Winter (AW60+AW48),Комплект Trico NeoForm (NF600+NF480),Комплект SWF VisioFlex 119762,Комплект SWF VisioNext (119860+119848),Комплект Hella Dyna Blade (WBU24+WBU19),Комплект Trico Force (TF600L+TF480L)"
781,"Mazda,3,BK, (03-08) хэтчбек, крепл. «крючок»",https://avto-dvorniki.ru/car/mazda/3/1712/,"Стеклоочистители для Mazda 3 BK, (03-08) хэтчбек, крепл. «крючок»",",Комплект Bosch AeroTwin AR531S,Комплект Trico Ice (ICE530+ICE450),Комплект Alca Super Flat (ASF53+ASF45),Комплект Heyner Hybrid (HG53+HG45),Комплект Alca Winter (AW53+AW45),Комплект Trico NeoForm (NF530+NF450),Комплект Valeo HydroConnect Upgrade (HU53+HU45),Комплект Bosch AeroTwin (AR21U+AR18U),Комплект SWF VisioFlex 119725,Комплект Hella Razor Hybrid (21+18),Комплект Hella Dyna Blade (WBU21+WBU18),Комплект Valeo First Multiconnection (VFB53+VFB45),Комплект SWF VisioNext (119853+119845),Комплект Trico Flex (FX530+FX450),Комплект Trico Force (TF530L+TF450L),Комплект Trico Fit Hybrid (HF530+HF450)"
782,"Mazda,3,BK, (03-08) хэтчбек, крепл. «бок. штырь»",https://avto-dvorniki.ru/car/mazda/3/1713/,"Стеклоочистители для Mazda 3 BK, (03-08) хэтчбек, крепл. «бок. штырь»",",Комплект Bosch AeroTwin A927S,Комплект Bosch AeroTwin Multi-Clip AM460S,Комплект Trico Ice (ICE530+ICE450),Комплект Bosch AeroTwin Plus (AP530U+AP475U),Комплект Alca Super Flat (ASF53+ASF45),Комплект Heyner Hybrid (HG53+HG45),Комплект SWF VisioFlex 119319,Комплект Valeo Silencio Flat VF300 / VM300,Комплект Valeo First Multiconnection (VFB53+VFB48),Комплект Hella Dyna Blade (WBU21+WBU18),Комплект Denso Flat DF-001,Комплект Trico NeoForm (NF536+NF456),Комплект Trico Force (TF530L+TF450L)"
783,"Mazda,3,BK, (03-08) седан, крепл. «крючок»",https://avto-dvorniki.ru/car/mazda/3/0004/,"Стеклоочистители для Mazda 3 BK, (03-08) седан, крепл. «крючок»",",Комплект Bosch AeroTwin AR531S,Комплект Trico Ice (ICE530+ICE450),Комплект Alca Super Flat (ASF53+ASF45),Комплект Heyner Hybrid (HG53+HG45),Комплект Alca Winter (AW53+AW45),Комплект Valeo HydroConnect Upgrade (HU53+HU45),Комплект Bosch AeroTwin (AR21U+AR18U),Комплект SWF VisioFlex 119725,Комплект Hella Razor Hybrid (21+18),Комплект Hella Dyna Blade (WBU21+WBU18),Комплект Valeo First Multiconnection (VFB53+VFB45),Комплект SWF VisioNext (119853+119845),Комплект Trico Flex (FX530+FX450),Комплект Trico Force (TF530L+TF450L),Комплект Trico Fit Hybrid (HF530+HF450)"
784,"Mazda,3,BK, (03-08) седан, крепл. «бок. штырь»",https://avto-dvorniki.ru/car/mazda/3/0003/,"Стеклоочистители для Mazda 3 BK, (03-08) седан, крепл. «бок. штырь»",",Комплект Bosch AeroTwin A927S,Комплект Bosch AeroTwin Multi-Clip AM460S,Комплект Trico Ice (ICE530+ICE450),Комплект Bosch AeroTwin Plus (AP530U+AP475U),Комплект Alca Super Flat (ASF53+ASF45),Комплект Heyner Hybrid (HG53+HG45),Комплект SWF VisioFlex 119319,Комплект Valeo Silencio Flat VF300 / VM300,Комплект Valeo First Multiconnection (VFB53+VFB48),Комплект Hella Dyna Blade (WBU21+WBU18),Комплект Denso Flat DF-001,Комплект Trico NeoForm (NF536+NF456),Комплект Trico Force (TF530L+TF450L)"
785,"Mazda,5,CW, (10-)",https://avto-dvorniki.ru/car/mazda/5/0010/,"Стеклоочистители для Mazda 5 CW, (10-)",",Комплект Bosch AeroTwin (AR26U+AR16U),Комплект Bosch AeroTwin AR653S,Комплект Trico Ice (ICE650+ICE400),Комплект Denso Hybrid (DUR-065L+DU-040L),Комплект SWF VisioFlex 119780,Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Hella Razor Hybrid (26+16),Комплект SWF VisioNext (119865+119840),Комплект Alca Winter (AW65+AW40),Комплект Trico NeoForm (NF650+NF400),Комплект Valeo HydroConnect Upgrade (HU65+HU40),Комплект Hella Dyna Blade (WBU26+WBU16)"
786,"Mazda,5,CR, (05-10)",https://avto-dvorniki.ru/car/mazda/5/0009/,"Стеклоочистители для Mazda 5 CR, (05-10)",",Комплект Bosch AeroTwin (AR26U+AR16U),Комплект Bosch AeroTwin AR653S,Комплект Trico Ice (ICE650+ICE400),Комплект Denso Hybrid (DUR-065L+DU-040L),Комплект SWF VisioFlex 119780,Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Hella Razor Hybrid (26+16),Комплект SWF VisioNext (119865+119840),Комплект Alca Winter (AW65+AW40),Комплект Trico NeoForm (NF650+NF400),Комплект Valeo HydroConnect Upgrade (HU65+HU40),Комплект Hella Dyna Blade (WBU26+WBU16)"
787,"Mazda,6,GY, (02-07) универсал",https://avto-dvorniki.ru/car/mazda/6/0013/,"Стеклоочистители для Mazda 6 GY, (02-07) универсал",",Комплект Hella Razor Hybrid (22+18),Комплект Bosch AeroTwin (AR22U+AR18U),Комплект Trico Ice (ICE550+ICE450),Комплект Denso Hybrid (DUR-055L+DUR-045L),Комплект Alca Super Flat (ASF56+ASF45),Комплект Heyner Hybrid (HG56+HG45),Комплект SWF VisioNext (119855+119845),Комплект Alca Winter (AW56+AW45),Комплект Denso Flat (DFR-006+DFR-002),Комплект Trico NeoForm (NF550+NF450),Комплект Hella Dyna Blade (WBU22+WBU18),Комплект Trico Force (TF550L+TF450L)"
